geo_point_2d;geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;insee_com;nom_com;date_modif;notes
48.960539934202046,2.0571096336268093;"{""coordinates"": [2.057109633626809, 48.960539934202046], ""type"": ""Point""}";w802194992;OUI;8;;public;NON;NON;arceaux;78005;Achères;2020-05;
48.8532896990518,2.375261399999999;"{""coordinates"": [2.3752614, 48.8532896990518], ""type"": ""Point""}";n7642307730;NON;12;;public;NON;NON;arceaux;75111;11e Arrondissement;2021-06;
48.8542242990518,2.3963211;"{""coordinates"": [2.3963211, 48.8542242990518], ""type"": ""Point""}";n2834029115;NON;16;;public;NON;NON;arceaux;75120;20e Arrondissement;2018-05;
48.62121089905027,2.4276790999999998;"{""coordinates"": [2.4276791, 48.62121089905027], ""type"": ""Point""}";n8016825828;NON;0;;public;NON;NON;inconnu;91228;Évry;2020-10;
48.79070799905138,2.451283600000001;"{""coordinates"": [2.4512836, 48.79070799905138], ""type"": ""Point""}";n8108969918;OUI;12;;public;NON;NON;arceaux;94028;Créteil;2020-11;
48.8542845990518,2.3859391999999997;"{""coordinates"": [2.3859392, 48.8542845990518], ""type"": ""Point""}";n7485927201;NON;12;;public;NON;NON;arceaux;75111;11e Arrondissement;2021-04;
48.84106509905169,2.2952007;"{""coordinates"": [2.2952007, 48.84106509905169], ""type"": ""Point""}";n7588236949;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-04;
48.8420650990517,2.3414782999999995;"{""coordinates"": [2.3414783, 48.8420650990517], ""type"": ""Point""}";n2291048631;NON;14;;public;NON;NON;arceaux;75105;5e Arrondissement;2021-06;
48.84891909905178,2.3524508999999987;"{""coordinates"": [2.3524509, 48.84891909905178], ""type"": ""Point""}";n2524860473;NON;8;;public;NON;NON;arceaux;75105;5e Arrondissement;2018-05;
48.86244909905187,2.4418623;"{""coordinates"": [2.4418623, 48.86244909905187], ""type"": ""Point""}";n7652187086;NON;6;;public;NON;NON;arceaux;93048;Montreuil;2020-06;
48.84199299905171,2.2620737999999987;"{""coordinates"": [2.2620738, 48.84199299905171], ""type"": ""Point""}";n7013461202;NON;22;;public;NON;NON;arceaux;75116;16e Arrondissement;2019-11;
48.82671739905162,2.348043499999999;"{""coordinates"": [2.3480435, 48.82671739905162], ""type"": ""Point""}";n3889022665;NON;8;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-04;
48.73131929905098,2.2730127999999996;"{""coordinates"": [2.2730128, 48.73131929905098], ""type"": ""Point""}";n2326443087;NON;10;Accroch' Vélo;public;NON;NON;arceaux;91377;Massy;2021-10;
48.828568799051645,2.307272699999998;"{""coordinates"": [2.3072727, 48.828568799051645], ""type"": ""Point""}";n5628642414;NON;8;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-05;
48.88466539905202,2.3493927;"{""coordinates"": [2.3493927, 48.88466539905202], ""type"": ""Point""}";n635743055;NON;4;;public;NON;NON;arceaux;75118;18e Arrondissement;2018-05;
48.84241099905173,2.3374898000000006;"{""coordinates"": [2.3374898, 48.84241099905173], ""type"": ""Point""}";n8225019059;NON;8;;public;NON;NON;arceaux;75106;6e Arrondissement;2021-03;
48.90147289905213,2.1983721999999997;"{""coordinates"": [2.1983722, 48.90147289905213], ""type"": ""Point""}";n5460204435;NON;14;;public;NON;NON;arceaux;92050;Nanterre;2018-03;
48.809714999051515,2.1258054999999993;"{""coordinates"": [2.1258055, 48.809714999051515], ""type"": ""Point""}";n8170863587;NON;6;;public;NON;NON;arceaux;78646;Versailles;2021-08;
48.88036709905197,2.2953124000000003;"{""coordinates"": [2.2953124, 48.88036709905197], ""type"": ""Point""}";n4350043801;NON;10;;public;NON;NON;arceaux;75117;17e Arrondissement;2021-06;
48.86414799905186,2.3480468999999986;"{""coordinates"": [2.3480469, 48.86414799905186], ""type"": ""Point""}";n5679797785;NON;10;;public;NON;NON;arceaux;75102;2e Arrondissement;2018-06;
48.8685541990519,2.4336380999999996;"{""coordinates"": [2.4336381, 48.8685541990519], ""type"": ""Point""}";n7629291894;NON;4;;public;NON;NON;arceaux;93048;Montreuil;2020-06;
49.00669299905285,2.2619404999999992;"{""coordinates"": [2.2619405, 49.00669299905285], ""type"": ""Point""}";n8848392435;NON;2;;clientele;NON;NON;autres;95574;Saint-Prix;2021-06;
48.812011699051524,2.3871686;"{""coordinates"": [2.3871686, 48.812011699051524], ""type"": ""Point""}";n2178501353;NON;4;;public;NON;NON;inconnu;94041;Ivry-sur-Seine;2014-04;
48.80222219905145,2.428745599999999;"{""coordinates"": [2.4287456, 48.80222219905145], ""type"": ""Point""}";n9202253256;NON;20;;public;NON;NON;arceaux;94046;Maisons-Alfort;2021-10;
48.83443899905167,2.2995505999999994;"{""coordinates"": [2.2995506, 48.83443899905167], ""type"": ""Point""}";n7578076969;NON;6;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-07;
48.86642579905188,2.3695316999999996;"{""coordinates"": [2.3695317, 48.86642579905188], ""type"": ""Point""}";n5630763872;NON;16;;public;NON;NON;arceaux;75111;11e Arrondissement;2021-05;
48.81765609905155,2.3358653000000005;"{""coordinates"": [2.3358653, 48.81765609905155], ""type"": ""Point""}";n3401703507;NON;32;;public;NON;NON;arceaux;75114;14e Arrondissement;2019-05;
48.890011599052045,2.1971094;"{""coordinates"": [2.1971094, 48.890011599052045], ""type"": ""Point""}";n6469435559;NON;1;;public;NON;NON;arceaux;92050;Nanterre;2019-05;
48.72395199905095,2.3025501999999993;"{""coordinates"": [2.3025502, 48.72395199905095], ""type"": ""Point""}";n6173280515;OUI;0;;privee;NON;NON;autres;91377;Massy;2018-12;
48.85571999905182,2.3600934;"{""coordinates"": [2.3600934, 48.85571999905182], ""type"": ""Point""}";n3700115112;NON;8;;public;NON;NON;arceaux;75104;4e Arrondissement;2018-05;
48.43387939904904,2.1629191999999993;"{""coordinates"": [2.1629192, 48.43387939904904], ""type"": ""Point""}";n5206621144;NON;6;;public;NON;NON;ratelier;91223;Étampes;2017-11;
48.99267004162534,1.9128467364624298;"{""coordinates"": [1.91284673646243, 48.99267004162534], ""type"": ""Point""}";w1016622038;NON;50;;public;NON;NON;ancrage;78440;Les Mureaux;2021-12;
48.885268299052015,2.211466199999999;"{""coordinates"": [2.2114662, 48.885268299052015], ""type"": ""Point""}";n4406990329;NON;14;;public;NON;NON;arceaux;92050;Nanterre;2017-10;
48.726347699050955,2.2473797999999996;"{""coordinates"": [2.2473798, 48.726347699050955], ""type"": ""Point""}";n3950146906;NON;10;;public;NON;NON;arceaux;91477;Palaiseau;2016-01;
48.84065629905172,2.3239319000000003;"{""coordinates"": [2.3239319, 48.84065629905172], ""type"": ""Point""}";n8184478326;NON;8;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-04;
48.86529419905187,2.3617864;"{""coordinates"": [2.3617864, 48.86529419905187], ""type"": ""Point""}";n5630787765;NON;4;;public;NON;NON;arceaux;75103;3e Arrondissement;2020-05;
48.785098099051346,2.4980954999999994;"{""coordinates"": [2.4980955, 48.785098099051346], ""type"": ""Point""}";n8735827114;NON;2;;public;NON;NON;arceaux;94068;Saint-Maur-des-Fossés;2021-05;
48.83728439905169,2.3472118000000006;"{""coordinates"": [2.3472118, 48.83728439905169], ""type"": ""Point""}";n5688893749;NON;19;;public;NON;NON;arceaux;75113;13e Arrondissement;2018-06;
48.84784899905175,2.3651816;"{""coordinates"": [2.3651816, 48.84784899905175], ""type"": ""Point""}";n5630797846;NON;10;;public;NON;NON;arceaux;75104;4e Arrondissement;2021-02;
48.87849269905196,2.180503299999999;"{""coordinates"": [2.1805033, 48.87849269905196], ""type"": ""Point""}";n7443200837;NON;8;;public;NON;NON;arceaux;92063;Rueil-Malmaison;2020-04;
48.78173249905131,2.3163192999999986;"{""coordinates"": [2.3163193, 48.78173249905131], ""type"": ""Point""}";n6511737888;NON;10;;public;NON;NON;arceaux;92014;Bourg-la-Reine;2019-05;
48.89681699905209,2.2778897000000007;"{""coordinates"": [2.2778897, 48.89681699905209], ""type"": ""Point""}";n3712387535;NON;40;;public;NON;NON;arceaux;92044;Levallois-Perret;2015-08;
48.90312129905214,2.8110345999999997;"{""coordinates"": [2.8110346, 48.90312129905214], ""type"": ""Point""}";n2750051864;NON;20;;public;NON;NON;inconnu;77171;Esbly;2014-03;
48.77233579905125,1.9589042000000005;"{""coordinates"": [1.9589042, 48.77233579905125], ""type"": ""Point""}";n5664200262;NON;6;;public;NON;NON;arceaux;78208;Élancourt;2018-06;
48.866410499051895,2.3401515000000006;"{""coordinates"": [2.3401515, 48.866410499051895], ""type"": ""Point""}";n7621825476;NON;8;;public;NON;NON;arceaux;75102;2e Arrondissement;2020-06;
48.791948499051394,2.4637428;"{""coordinates"": [2.4637428, 48.791948499051394], ""type"": ""Point""}";n8205117592;NON;10;;public;NON;NON;arceaux;94028;Créteil;2020-12;
48.904733999052155,2.262639799999999;"{""coordinates"": [2.2626398, 48.904733999052155], ""type"": ""Point""}";n5249947645;NON;4;;public;NON;NON;arceaux;92009;Bois-Colombes;2017-11;
48.86636909905188,2.3602832;"{""coordinates"": [2.3602832, 48.86636909905188], ""type"": ""Point""}";n7916917158;NON;6;;public;NON;NON;arceaux;75103;3e Arrondissement;2021-03;
48.92447779905229,2.187978699999999;"{""coordinates"": [2.1879787, 48.92447779905229], ""type"": ""Point""}";n8830061856;NON;6;;public;NON;NON;arceaux;78311;Houilles;2021-06;
48.84713499905175,2.2790675999999994;"{""coordinates"": [2.2790676, 48.84713499905175], ""type"": ""Point""}";n3920304776;NON;10;;public;NON;NON;arceaux;75115;15e Arrondissement;2017-07;
48.88842449905204,2.3980094999999992;"{""coordinates"": [2.3980095, 48.88842449905204], ""type"": ""Point""}";n8301220287;NON;10;;public;NON;NON;arceaux;75119;19e Arrondissement;2021-01;
48.84859859905176,2.3761015999999993;"{""coordinates"": [2.3761016, 48.84859859905176], ""type"": ""Point""}";n565024743;NON;12;;public;NON;NON;inconnu;75112;12e Arrondissement;2009-11;
48.85782569905183,2.4370536999999994;"{""coordinates"": [2.4370537, 48.85782569905183], ""type"": ""Point""}";n470109215;NON;64;;public;NON;NON;arceaux;93048;Montreuil;2021-04;
48.86511749905188,2.382538500000001;"{""coordinates"": [2.3825385, 48.86511749905188], ""type"": ""Point""}";n6194455447;NON;12;;public;NON;NON;arceaux;75111;11e Arrondissement;2021-04;
48.81465119905152,2.3170469999999996;"{""coordinates"": [2.317047, 48.81465119905152], ""type"": ""Point""}";n5028869390;NON;2;;public;NON;NON;arceaux;92049;Montrouge;2019-07;
48.8405931990517,2.2877606999999998;"{""coordinates"": [2.2877607, 48.8405931990517], ""type"": ""Point""}";n8401689887;NON;10;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-05;
48.83263449905165,2.3056036;"{""coordinates"": [2.3056036, 48.83263449905165], ""type"": ""Point""}";n7555702989;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2020-05;
48.9846946990527,2.2273507999999986;"{""coordinates"": [2.2273508, 48.9846946990527], ""type"": ""Point""}";n8571987949;NON;4;;public;NON;NON;arceaux;95252;Franconville;2021-11;
48.627731499050306,1.8733095999999998;"{""coordinates"": [1.8733096, 48.627731499050306], ""type"": ""Point""}";n4354698612;NON;20;;public;NON;NON;inconnu;78601;Sonchamp;2020-07;
48.842289299051735,2.2992318999999997;"{""coordinates"": [2.2992319, 48.842289299051735], ""type"": ""Point""}";n5628186435;OUI;6;Péclet - abri à vélos sécurisé;clientele;OUI;NON;abri;75115;15e Arrondissement;2021-02;
48.882493599052,2.2336876000000006;"{""coordinates"": [2.2336876, 48.882493599052], ""type"": ""Point""}";n7071712661;NON;8;;public;NON;NON;arceaux;92062;Puteaux;2021-11;
48.82161729905157,2.3310794999999995;"{""coordinates"": [2.3310795, 48.82161729905157], ""type"": ""Point""}";n3401703511;NON;10;;public;NON;NON;arceaux;75114;14e Arrondissement;2018-11;
48.777933299051305,2.470032499999999;"{""coordinates"": [2.4700325, 48.777933299051305], ""type"": ""Point""}";n8987688864;NON;20;;public;NON;NON;arceaux;94028;Créteil;2021-08;
48.98790209905271,1.7132384000000003;"{""coordinates"": [1.7132384, 48.98790209905271], ""type"": ""Point""}";n7146809729;NON;6;;public;NON;NON;arceaux;78361;Mantes-la-Jolie;2020-01;
48.859303199051844,2.3485414;"{""coordinates"": [2.3485414, 48.859303199051844], ""type"": ""Point""}";n5292542238;NON;24;;public;NON;NON;arceaux;75101;1er Arrondissement;2019-10;
48.87261639905194,2.384227599999999;"{""coordinates"": [2.3842276, 48.87261639905194], ""type"": ""Point""}";n2834029138;NON;5;;public;NON;NON;arceaux;75120;20e Arrondissement;2021-04;
48.99967939905279,2.2759877;"{""coordinates"": [2.2759877, 48.99967939905279], ""type"": ""Point""}";n8500189590;NON;5;;public;NON;NON;ratelier;95203;Eaubonne;2021-10;
48.77147659905125,2.0313335000000006;"{""coordinates"": [2.0313335, 48.77147659905125], ""type"": ""Point""}";n5664199515;NON;12;;public;NON;NON;ratelier;78423;Montigny-le-Bretonneux;2018-06;
48.898586499052094,2.3827223000000006;"{""coordinates"": [2.3827223, 48.898586499052094], ""type"": ""Point""}";n5691534527;NON;8;;public;NON;NON;arceaux;75119;19e Arrondissement;2018-06;
48.81474789905154,2.3076863;"{""coordinates"": [2.3076863, 48.81474789905154], ""type"": ""Point""}";n7296995073;NON;28;;public;NON;NON;arceaux;92049;Montrouge;2020-03;
48.76834059905123,2.052118;"{""coordinates"": [2.052118, 48.76834059905123], ""type"": ""Point""}";n5664200230;NON;4;;public;NON;NON;arceaux;78423;Montigny-le-Bretonneux;2018-06;
48.856654599051815,2.4286873;"{""coordinates"": [2.4286873, 48.856654599051815], ""type"": ""Point""}";n7649674362;NON;2;;public;NON;NON;arceaux;93048;Montreuil;2020-06;
48.8074408990515,2.0697329;"{""coordinates"": [2.0697329, 48.8074408990515], ""type"": ""Point""}";n7833847675;OUI;0;;privee;NON;NON;abri;78545;Saint-Cyr-l'École;2020-08;
48.81509989905155,2.1103313;"{""coordinates"": [2.1103313, 48.81509989905155], ""type"": ""Point""}";n5613538621;NON;16;;public;NON;NON;inconnu;78646;Versailles;2018-09;
48.81768969905157,2.336227799999999;"{""coordinates"": [2.3362278, 48.81768969905157], ""type"": ""Point""}";n3401703506;NON;10;;public;NON;NON;ratelier;75114;14e Arrondissement;2019-05;
48.838604699051714,2.3486240999999994;"{""coordinates"": [2.3486241, 48.838604699051714], ""type"": ""Point""}";n7537095802;NON;14;;public;NON;NON;arceaux;75105;5e Arrondissement;2020-05;
48.88567549905202,2.3448165999999993;"{""coordinates"": [2.3448166, 48.88567549905202], ""type"": ""Point""}";n1825196225;NON;12;;public;NON;NON;arceaux;75118;18e Arrondissement;2020-02;
48.83548359905168,2.3228493;"{""coordinates"": [2.3228493, 48.83548359905168], ""type"": ""Point""}";n8184458307;NON;10;;public;NON;NON;autres;75114;14e Arrondissement;2021-04;
48.8659743990519,2.3975457999999996;"{""coordinates"": [2.3975458, 48.8659743990519], ""type"": ""Point""}";n5691528358;NON;2;;public;NON;NON;arceaux;75120;20e Arrondissement;2018-06;
48.89056719905205,2.2880611;"{""coordinates"": [2.2880611, 48.89056719905205], ""type"": ""Point""}";n5263954656;NON;8;;public;NON;NON;arceaux;92044;Levallois-Perret;2017-12;
48.98079175310505,2.385189228193264;"{""coordinates"": [2.385189228193264, 48.98079175310505], ""type"": ""Point""}";w644502551;NON;0;;public;NON;NON;inconnu;95585;Sarcelles;2018-11;
48.85634929905183,2.3241915999999994;"{""coordinates"": [2.3241916, 48.85634929905183], ""type"": ""Point""}";n8259839729;NON;8;;public;NON;NON;arceaux;75107;7e Arrondissement;2021-06;
48.88268339905199,2.3615247999999998;"{""coordinates"": [2.3615248, 48.88268339905199], ""type"": ""Point""}";n3211540621;NON;12;;public;NON;NON;arceaux;75110;10e Arrondissement;2016-08;
48.89884119905211,2.3743424999999982;"{""coordinates"": [2.3743425, 48.89884119905211], ""type"": ""Point""}";n5309171218;NON;8;;public;NON;NON;arceaux;75119;19e Arrondissement;2018-05;
48.87096509905192,2.381610200000001;"{""coordinates"": [2.3816102, 48.87096509905192], ""type"": ""Point""}";n5691531031;NON;6;;public;NON;NON;arceaux;75120;20e Arrondissement;2018-06;
48.88043759905197,2.2362073000000002;"{""coordinates"": [2.2362073, 48.88043759905197], ""type"": ""Point""}";n8850600499;NON;5;;public;NON;NON;ratelier;92062;Puteaux;2021-06;
48.613092899050194,2.657513749999999;"{""coordinates"": [2.65751375, 48.613092899050194], ""type"": ""Point""}";w911567618;NON;0;;public;NON;NON;inconnu;77306;Montereau-sur-le-Jard;2021-02;
48.80426799905147,2.177081299999999;"{""coordinates"": [2.1770813, 48.80426799905147], ""type"": ""Point""}";n8848207635;NON;6;;public;NON;NON;arceaux;78686;Viroflay;2021-07;
48.694682799050746,2.3574711;"{""coordinates"": [2.3574711, 48.694682799050746], ""type"": ""Point""}";n8272429984;NON;6;;public;NON;NON;ratelier;91589;Savigny-sur-Orge;2020-12;
48.891592399052065,2.3445255;"{""coordinates"": [2.3445255, 48.891592399052065], ""type"": ""Point""}";n627612961;NON;8;;public;NON;NON;arceaux;75118;18e Arrondissement;2021-05;
48.86095169905185,2.3829261999999996;"{""coordinates"": [2.3829262, 48.86095169905185], ""type"": ""Point""}";n5630763890;NON;12;;public;NON;NON;arceaux;75111;11e Arrondissement;2018-07;
48.84092229905172,2.3003509999999987;"{""coordinates"": [2.300351, 48.84092229905172], ""type"": ""Point""}";n9276904175;NON;8;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-11;
48.783850499051326,1.9568464000000005;"{""coordinates"": [1.9568464, 48.783850499051326], ""type"": ""Point""}";n5664200275;NON;8;;public;NON;NON;arceaux;78208;Élancourt;2018-06;
48.84823479905177,2.420787099999999;"{""coordinates"": [2.4207871, 48.84823479905177], ""type"": ""Point""}";n2736300234;NON;10;;public;NON;NON;arceaux;94080;Vincennes;2022-01;
48.84730379905176,2.3299657;"{""coordinates"": [2.3299657, 48.84730379905176], ""type"": ""Point""}";n3211540618;NON;12;;public;NON;NON;arceaux;75106;6e Arrondissement;2015-02;
48.76935829905124,2.0177993000000005;"{""coordinates"": [2.0177993, 48.76935829905124], ""type"": ""Point""}";n5664199508;NON;6;;public;NON;NON;ratelier;78423;Montigny-le-Bretonneux;2018-06;
48.86488059905187,2.3667083;"{""coordinates"": [2.3667083, 48.86488059905187], ""type"": ""Point""}";n2557519480;NON;26;;public;NON;NON;arceaux;75111;11e Arrondissement;2018-05;
48.786667799051365,2.478356399999999;"{""coordinates"": [2.4783564, 48.786667799051365], ""type"": ""Point""}";n8735825493;NON;10;;public;NON;NON;arceaux;94068;Saint-Maur-des-Fossés;2021-05;
48.8385724990517,2.2618099000000003;"{""coordinates"": [2.2618099, 48.8385724990517], ""type"": ""Point""}";n8458575893;NON;10;;public;NON;NON;arceaux;75116;16e Arrondissement;2021-11;
48.817599599051555,2.4022771999999994;"{""coordinates"": [2.4022772, 48.817599599051555], ""type"": ""Point""}";n7019469700;NON;12;;public;NON;NON;arceaux;94041;Ivry-sur-Seine;2021-08;
48.842590099051726,2.361530599999999;"{""coordinates"": [2.3615306, 48.842590099051726], ""type"": ""Point""}";n7484597110;NON;28;;public;NON;NON;arceaux;75105;5e Arrondissement;2021-05;
48.89133319905206,2.285953400000001;"{""coordinates"": [2.2859534, 48.89133319905206], ""type"": ""Point""}";n8071270087;NON;8;;public;NON;NON;arceaux;92044;Levallois-Perret;2020-11;
48.87084569905191,2.3348509999999996;"{""coordinates"": [2.334851, 48.87084569905191], ""type"": ""Point""}";n7621827890;NON;2;;public;NON;NON;arceaux;75102;2e Arrondissement;2020-12;
48.7545604420027,2.3273636889089517;"{""coordinates"": [2.327363688908952, 48.7545604420027], ""type"": ""Point""}";w1018807657;NON;24;;public;NON;NON;arceaux;94034;Fresnes;2022-01;
48.71218119905087,2.1641968;"{""coordinates"": [2.1641968, 48.71218119905087], ""type"": ""Point""}";n8786623186;NON;30;;public;NON;NON;arceaux;91272;Gif-sur-Yvette;2021-09;
48.997489099052785,2.1453908;"{""coordinates"": [2.1453908, 48.997489099052785], ""type"": ""Point""}";n6362124021;NON;8;;public;NON;NON;arceaux;95306;Herblay;2021-11;
48.866297499051875,2.3400905999999995;"{""coordinates"": [2.3400906, 48.866297499051875], ""type"": ""Point""}";n7621825477;NON;10;;public;NON;NON;arceaux;75102;2e Arrondissement;2020-06;
48.885668999052015,2.3381268999999993;"{""coordinates"": [2.3381269, 48.885668999052015], ""type"": ""Point""}";n1022766014;NON;8;;public;NON;NON;arceaux;75118;18e Arrondissement;2020-02;
48.88911929905205,2.2335572999999997;"{""coordinates"": [2.2335573, 48.88911929905205], ""type"": ""Point""}";n8850558276;NON;8;;public;NON;NON;arceaux;92062;Puteaux;2021-06;
48.87605599905196,2.3438035999999998;"{""coordinates"": [2.3438036, 48.87605599905196], ""type"": ""Point""}";n2163254080;NON;6;;public;NON;NON;arceaux;75109;9e Arrondissement;2020-09;
48.79277799905138,2.3871539999999998;"{""coordinates"": [2.387154, 48.79277799905138], ""type"": ""Point""}";n2272849141;NON;5;;public;NON;NON;inconnu;94081;Vitry-sur-Seine;2013-12;
48.846270599051756,2.3697376999999995;"{""coordinates"": [2.3697377, 48.846270599051756], ""type"": ""Point""}";n5630714240;NON;8;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05;
48.86979839905191,2.4861938;"{""coordinates"": [2.4861938, 48.86979839905191], ""type"": ""Point""}";n9135559993;NON;4;;public;NON;NON;arceaux;93064;Rosny-sous-Bois;2021-09;
48.882140247709295,2.708060420948303;"{""coordinates"": [2.708060420948303, 48.882140247709295], ""type"": ""Point""}";w272538514;NON;8;;public;NON;NON;inconnu;77464;Thorigny-sur-Marne;2014-04;
48.83522809905168,2.3762792;"{""coordinates"": [2.3762792, 48.83522809905168], ""type"": ""Point""}";n5691505923;NON;10;;public;NON;NON;arceaux;75113;13e Arrondissement;2018-06;
48.61780569905025,2.0282031000000007;"{""coordinates"": [2.0282031, 48.61780569905025], ""type"": ""Point""}";n5922556810;NON;2;;public;NON;NON;arceaux;78087;Bonnelles;2018-09;
48.84268639905172,2.2775167999999995;"{""coordinates"": [2.2775168, 48.84268639905172], ""type"": ""Point""}";n8401689876;NON;14;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-02;
48.825042499051605,2.3884938;"{""coordinates"": [2.3884938, 48.825042499051605], ""type"": ""Point""}";n2399152494;NON;8;;public;NON;NON;arceaux;75113;13e Arrondissement;2018-05;
48.87908529905197,2.4307944;"{""coordinates"": [2.4307944, 48.87908529905197], ""type"": ""Point""}";n8328801754;NON;0;;public;NON;NON;inconnu;93063;Romainville;2021-01;
48.86407559905188,2.4643359;"{""coordinates"": [2.4643359, 48.86407559905188], ""type"": ""Point""}";n7629205277;NON;20;;public;NON;NON;arceaux;93048;Montreuil;2020-06;
48.824952499051605,2.3431193999999986;"{""coordinates"": [2.3431194, 48.824952499051605], ""type"": ""Point""}";n7536821467;NON;2;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-04;
48.88414279905201,2.2935385999999998;"{""coordinates"": [2.2935386, 48.88414279905201], ""type"": ""Point""}";n5620640036;NON;10;;public;NON;NON;arceaux;75117;17e Arrondissement;2020-01;
48.826134399051625,2.3342748;"{""coordinates"": [2.3342748, 48.826134399051625], ""type"": ""Point""}";n5628642393;NON;10;;public;NON;NON;arceaux;75114;14e Arrondissement;2019-01;
48.89232949905205,2.1089686;"{""coordinates"": [2.1089686, 48.89232949905205], ""type"": ""Point""}";n4918137092;NON;0;;public;NON;NON;inconnu;78481;Le Pecq;2017-06;
48.87748569905195,2.1533875999999994;"{""coordinates"": [2.1533876, 48.87748569905195], ""type"": ""Point""}";n5172976921;NON;2;;public;NON;NON;arceaux;78190;Croissy-sur-Seine;2020-07;
48.87576789905195,2.552723399999999;"{""coordinates"": [2.5527234, 48.87576789905195], ""type"": ""Point""}";n9410375488;NON;6;;public;NON;NON;arceaux;93032;Gagny;2022-01;
48.795308899051406,2.1554861999999995;"{""coordinates"": [2.1554862, 48.795308899051406], ""type"": ""Point""}";n6342647821;NON;4;;public;NON;NON;arceaux;78646;Versailles;2019-06;
48.85046869905177,2.375692499999999;"{""coordinates"": [2.3756925, 48.85046869905177], ""type"": ""Point""}";n5630714250;NON;24;;public;NON;NON;arceaux;75112;12e Arrondissement;2020-11;
48.87930949905198,2.314097599999999;"{""coordinates"": [2.3140976, 48.87930949905198], ""type"": ""Point""}";n8231380364;NON;8;;public;NON;NON;arceaux;75108;8e Arrondissement;2020-12;
48.645813499050426,2.4012608;"{""coordinates"": [2.4012608, 48.645813499050426], ""type"": ""Point""}";n3987601531;NON;8;;public;NON;NON;ratelier;91521;Ris-Orangis;2016-03;
48.792307999051395,2.332003500000001;"{""coordinates"": [2.3320035, 48.792307999051395], ""type"": ""Point""}";n8592182841;NON;8;;public;NON;NON;arceaux;94016;Cachan;2021-04;
48.89597099905208,2.249227099999999;"{""coordinates"": [2.2492271, 48.89597099905208], ""type"": ""Point""}";n3609385133;NON;10;;public;NON;NON;arceaux;92026;Courbevoie;2021-11;
48.896180599052094,2.2837436999999996;"{""coordinates"": [2.2837437, 48.896180599052094], ""type"": ""Point""}";n4077293978;NON;8;;public;NON;NON;arceaux;92044;Levallois-Perret;2016-03;
48.76393574323306,2.0448123222223846;"{""coordinates"": [2.044812322222385, 48.76393574323306], ""type"": ""Point""}";w84432298;OUI;0;;public;NON;NON;inconnu;78688;Voisins-le-Bretonneux;2017-10;
48.890314999052045,2.3515021999999988;"{""coordinates"": [2.3515022, 48.890314999052045], ""type"": ""Point""}";n7485847198;NON;8;;public;NON;NON;inconnu;75118;18e Arrondissement;2020-05;
48.99541389905275,2.1605575;"{""coordinates"": [2.1605575, 48.99541389905275], ""type"": ""Point""}";n9070811721;NON;4;;public;NON;NON;arceaux;95306;Herblay;2021-11;
48.87994509905198,2.1843316;"{""coordinates"": [2.1843316, 48.87994509905198], ""type"": ""Point""}";n8019445365;NON;6;;public;NON;NON;arceaux;92063;Rueil-Malmaison;2020-10;
48.889631599052045,2.2899856;"{""coordinates"": [2.2899856, 48.889631599052045], ""type"": ""Point""}";n5263954655;NON;12;;public;NON;NON;arceaux;92044;Levallois-Perret;2017-12;
48.882394599052,2.349716699999999;"{""coordinates"": [2.3497167, 48.882394599052], ""type"": ""Point""}";n5613890094;NON;10;;public;NON;NON;arceaux;75110;10e Arrondissement;2020-09;
48.85813019905184,2.2143968999999992;"{""coordinates"": [2.2143969, 48.85813019905184], ""type"": ""Point""}";n6117072007;NON;10;;public;NON;NON;arceaux;92064;Saint-Cloud;2021-10;
48.83311039905167,2.3248154000000003;"{""coordinates"": [2.3248154, 48.83311039905167], ""type"": ""Point""}";n9353630267;NON;5;;public;NON;NON;autres;75114;14e Arrondissement;2021-12;
48.89336089905207,2.3138853;"{""coordinates"": [2.3138853, 48.89336089905207], ""type"": ""Point""}";n5679759830;NON;26;;public;NON;NON;arceaux;75117;17e Arrondissement;2018-06;
48.86169649905186,2.3567416;"{""coordinates"": [2.3567416, 48.86169649905186], ""type"": ""Point""}";n5630787756;NON;2;;public;NON;NON;arceaux;75103;3e Arrondissement;2019-01;
48.84415029905175,2.378503099999999;"{""coordinates"": [2.3785031, 48.84415029905175], ""type"": ""Point""}";n5630714274;NON;18;;public;NON;NON;arceaux;75112;12e Arrondissement;2019-12;
48.826755499051636,2.3519253999999994;"{""coordinates"": [2.3519254, 48.826755499051636], ""type"": ""Point""}";n8174066948;NON;2;;public;NON;NON;arceaux;75113;13e Arrondissement;2020-12;
