Identifiant station;Nom de la station;Capacité de la station;Coordonnées géographiques
10115;Granges aux Belles;27;48.8761373390584,2.3680844979417
10029;Dunkerque - Rocroy;24;48.880726,2.351464
10161;Gare de l'Est - Faubourg-Saint-Martin;32;48.87564264747718,2.3594588041305546
16026;Ranelagh - Mozart;23;48.8554439,2.2704418
19043;Delphine Seyrig - Général Leclerc;53;48.893923963057865,2.39790290594101
8010;Liège - Moscou;17;48.8795431,2.3264628
46002;Rouget de Lisle;35;48.764615483395254,2.4071189761161804
10016;Récollets - Square Villemin;17;48.875034655883944,2.359801238597928
33102;Gabriel Péri - Francisco Ferrer;18;48.88633710236977,2.407338917255402
8054;Bertie Albrecht - Hoche;32;48.87614039826388,2.301303138307601
31708;Noisy le Sec - Jean-Baptiste Clément;22;48.87451538963655,2.415283620357514
21008;Victor Hugo - Galliéni;34;48.83802015441127,2.2460845112800603
92008;Hôtel de Ville de Nanterre;38;48.892371898250424,2.205548956990242
18012;Stephenson - Doudeauville;36;48.888537048944826,2.3561610281467438
17102;Alfred Roll - Berthier;28;48.88780857052871,2.30009529817631
18141;Clignancourt - Sofia;19;48.88511992309783,2.34719488842051
12034;Pirogues de Bercy - Libourne;49;48.832308,2.38637
8033;Commandant Rivière;27;48.872933,2.309796
14019;Sarrette - Général Leclerc;22;48.82503085292528,2.326412869398186
42207;Place des Marseillais;37;48.82663907252554,2.4059280753135686
5116;Place Valhubert;37;48.844182577315166,2.3640366643667217
43006;Vignerons - Minimes;29;48.841486,2.430793
14018;Porte d'Orléans;48;48.8227639,2.3249313
21032;Sèvres-Gallieni;27;48.83780940895712,2.2281519323587418
14122;Colonel Monteil - Brune;19;48.8265029331101,2.30927479982717
17122;Bridaine - Lamandé;29;48.8862074,2.3206239
19040;Belleville - Télégraphe;41;48.8756045,2.3995549
17121;Square des Epinettes;20;48.89383909781389,2.325953990221024
13046;Eugène Oudiné - Dessous Des Berges;44;48.8256423,2.3750226
14028;Alésia - Suisses;47;48.831682520717614,2.3149869226003754
8038;François 1er - Montaigne;29;48.866887649978096,2.306675575720671
9012;Rougemont - Poissonnière;30;48.871611569354755,2.345873080193996
15061;Square Desnouettes;22;48.83476837934194,2.284142297394666
9113;Bleue - Trévise;30;48.87578906564573,2.347289621829987
2014;Daunou - Louis le Grand;17;48.869113,2.332515
16041;Versailles - Claude Terrasse;46;48.84021933807409,2.263834191152959
11048;Place Mireille Havet;43;48.850533,2.383756
17104;Jardin Marguerite Long;22;48.8816985773914,2.2836575657129288
14016;René Coty - Parc Montsouris;55;48.82479134498032,2.336124926805496
14127;Odessa - Départ;39;48.842885590080826,2.3244281485676765
23006;Jules Guesde - Alsace;25;48.89056627550627,2.295077741146088
20047;Cours de Vincennes - Davout;48;48.847238029965595,2.4107042336224986
15060;Place de la Montagne du Goulet;21;48.8443415,2.2773844
8008;Joseph Sansboeuf - Saint Lazare;18;48.87531563065266,2.3229019716382027
22013;Mairie de Neuilly sur Seine;31;48.88494728765838,2.2677031159400944
21708;Marcel Yol - Jullien;30;48.82537611802588,2.287235018058929
15123;Commerce - Letellier;44;48.84797660373612,2.2966245196598805
9101;Cadet - La Fayette;19;48.87560163267239,2.343570403754711
13128;Quai de la Gare - Pont de Bercy;30;48.837307879720484,2.3740861260598494
7017;La Motte-Picquet - La Tour Maubourg;40;48.8572316,2.3094136
4021;Centre Georges Pompidou;26;48.861419,2.352581
21319;Esplanade du Foncet - Camille Desmoulins;28;48.827090233494964,2.2606857866048813
14011;Place des Droits de l'Enfant;24;48.8274804,2.3319217
16012;Flandrin - Longchamp;42;48.86877849178477,2.274354539176829
12019;Gare de Reuilly - Picpus;28;48.84267354116789,2.3972943797707558
18140;Porte de Clignancourt - Ney;40;48.899641123987095,2.344321422278881
8110;Gare Saint-Lazare - Stockholm;32;48.877127316667654,2.322417162358761
3001;Beaumarchais - Saint-Gilles;51;48.8580378,2.3679352
11037;Faubourg Du Temple - Republique;38;48.867872484748744,2.3648982158072323
3005;Sainte-Elisabeth - Turbigo;33;48.86610337431042,2.359649240970612
26006;Bas - Gabriel Péri;30;48.91585580539625,2.2948095202445984
28005;Jean Jaurès - Paul Lafargue;28;48.88493317766629,2.248448878526687
10201;Magenta - Chabrol;24;48.876495350882045,2.3560990020632744
12016;Saint-Mande - Picpus;35;48.845127728277696,2.4015686296481897
34013;Blanqui - Docteur Bauer;28;48.90773548908503,2.3407192814591364
48012;Stalingrad - Henri Luisette;26;48.78363092456589,2.366935946761926
23703;Gare de Chaville Rive Gauche;18;48.80516030434533,2.188277207314968
13015;Chevaleret - Louise Weiss;35;48.83258651335057,2.371211388119954
15053;Lecourbe - Convention;46;48.83923319241899,2.2915197908878326
20032;Square des Amandiers;12;48.86615630668046,2.3891324177384377
16033;Marché d'Auteuil;32;48.84842761367387,2.265253821160005
19014;Lorraine - Jean Jaurès;19;48.8863865,2.3825772
15014;Volontaires - Vaugirard;34;48.84132050184004,2.30808901725357
6009;Guynemer - Jardin du Luxembourg;36;48.8466127,2.3325478
8031;Jean Mermoz - Champs-Elysées;33;48.869689856852,2.3107324540615
20035;Pyrénées - Ménilmontant;26;48.8693268535238,2.395084574818611
22305;Jean Jaurès - Place du Dr Roux;35;48.92756703279621,2.2947337017374063
14014;Jourdan - Stade Charléty;60;48.819428333369,2.3433353751898
5022;Boulangers - Cardinal Lemoine;20;48.8462904,2.3521495
6001;Institut de France;17;48.85761567856468,2.335831353037739
22409;Henri Barbusse - Stalingrad;16;48.814183748660554,2.2872862592339516
17004;Legendre - Clichy;40;48.88896161855884,2.322528975094376
19101;Square Simon Bolivar;24;48.8750898883217,2.3826304078102116
13001;Port-Royal - Hôpital du Val-de-Grâce;18;48.8376682728114,2.344813834660711
21306;Place Lafayette;62;48.829654975522296,2.263867557048798
5106;Cujas - Saint-Michel;19;48.84819134858432,2.34183165485398
19024;Botzaris - Parc des Buttes Chaumont;20;48.877951,2.381464
15021;Joseph Liouville - Croix Nivert;64;48.844835471244416,2.297508493065834
31010;Stalingrad - Désiré Chevalier;42;48.85670169739857,2.445072233676911
11007;Jean Macé - Faidherbe;63;48.85337548425958,2.3828620836138725
35018;Ancien Canal - Hélène Brion;23;48.89484799296163,2.4188338592648506
33001;Victor Hugo - Magasins Généraux;34;48.903281401126755,2.368072383105755
20036;Ménilmontant - Pelleport;19;48.87068263384462,2.398959602331646
27002;Parc Pierre Lagravère;30;48.92650488131725,2.239069678491417
18020;Francoeur - Marcadet;20;48.89104123261663,2.340014585442034
21013;Pierre Grenier - Pont de Billancourt;21;48.8258020742942,2.2487989068031315
34002;Capitaine Glarner - Gabriel Péri;27;48.902449900418745,2.3304807533425724
10023;Gare de l'Est - Verdun;14;48.87615605427147,2.360914908320552
17046;Mac-Mahon - Brey;25;48.877532084130166,2.294512536052928
18049;Porte d'Aubervilliers;55;48.89859661942376,2.3689722642302513
16015;Bassano -  Iéna;15;48.868144510482075,2.296149600985935
20201;Eugène Reisz - Davout;20;48.85631874632638,2.410396970808506
22102;Mont Valérien - Michel Salles;24;48.8561915,2.2152966
31704;Jeanne Hornet - Girardot;29;48.873802681432146,2.427820265293122
5019;Poissy - Saint-Germain;25;48.849696494270084,2.352968528866768
18019;Square Raymond Souplex;52;48.89183721478911,2.335426103165901
14116;Romain Rolland;25;48.820215229662765,2.3234144234418346
6031;Pierre Sarrazin - Saint-Michel;33;48.85090814639774,2.3421307280659676
12154;Square Georges Melies;40;48.84070239213081,2.409667745232582
19021;Mairie du 19ème;27;48.88256264247959,2.3812624812126164
20045;Louis Ganne - Davout;30;48.86338720692607,2.409725748002529
8032;Matignon - Faubourg Saint-Honoré;36;48.87147859116726,2.313977926969528
13110;Moulin de la Pointe;22;48.82092946051445,2.3563179373741145
18114;Véron - Lepic;23;48.88526123395252,2.334559857845307
7024;Rapp - Place du Général Gouraud;31;48.85810288510693,2.300407290458679
19113;Pré Saint-Gervais - Lilas;28;48.87787062698808,2.39590734243393
11031;Jacquard - Ternaux;39;48.8646605,2.373162
7111;Ecole Militaire - Place Joffre;26;48.852060203582795,2.301799356937409
13048;Wurtz - Tolbiac;28;48.82631195621006,2.344585955142975
13121;Bruneseau - Quai d'Ivry;48;48.82494563758295,2.388566136360169
15043;Brancion - Lefebvre;11;48.82900222785569,2.301431038163409
16003;André Maurois - Joseph et Marie Hackin;29;48.8778983,2.2789591
42501;Raspail - Albert Schweitzer;28;48.81031545,2.34395871
12007;Gare de Lyon - Chalon;45;48.84566619420225,2.3741452395915985
15057;Lucien Bossoutrot - Général Martial Vallin;39;48.83695604631085,2.274107225239277
15005;Place Jacques et Thérèse Tréfouël;43;48.842726498316644,2.3125657439231877
13044;Place Jeanne d'Arc;36;48.829575,2.369126
9024;Taitbout - La Fayette;53;48.87332988919973,2.3352625966072087
15018;Dutot - Place Alleray;56;48.83682609176588,2.307170109557766
13018;Bruant - Vincent Auriol;25;48.83484845292942,2.366826499627087
45002;Roger Salengro - Général de Gaulle;27;48.820029010376956,2.4846760556101803
2021;Cléry - Montmartre;44;48.867458,2.3445211
44001;Quai Jules Guesde - Saint-Simon;30;48.80391487218989,2.408966162027371
3004;Place de la République - Temple;18;48.86721120185892,2.363546437054538
27006;Victor Hugo - Gare;22;48.92313395265796,2.2600970417261124
9019;Victor Massé - Jean-Baptiste Pigalle;18;48.88110437240003,2.3366955667734146
42019;Lampes;43;48.81152481985875,2.4017931148409843
23103;Manufacture Nationale;28;48.828785140979505,2.2237222641706467
18016;Francoeur - Caulaincourt;34;48.8899944409612,2.342529706656933
19117;Euryale Dehaynin - Loire;30;48.886248917304805,2.3774591088294987
48002;LCL Campus - Place Oscar Niemeyer;37;48.805342480621576,2.363983690738678
15050;Dominique Pado - Croix Nivert;22;48.83648798164934,2.2897250577807426
7023;Bourdonnais - Tour Eiffel;60;48.860897797941,2.29559959844703
8046;Marceau - Président Wilson;32;48.8652359,2.3002513
5033;Saint-Séverin - Saint-Michel;30;48.85273130548806,2.3440927639603615
15120;Colonel Pierre Avia;29;48.8296843300915,2.275342586850291
21510;Fontaine du Tertre - Calvaire;24;48.8702539,2.2187778
21514;Place de la Paix - Abbé Saint-Pierre;24;48.86462724459225,2.2047570338469806
5110;Lacépède - Monge;23;48.84389286531899,2.3519663885235786
31028;Raspail Barbès;28;48.8529945,2.4247387
7011;Las Cases - Bourgogne;22;48.85909110474066,2.3185685276985173
13118;Regnault - Patay;63;48.82435782216384,2.377065159380436
9038;Douai - Bruxelles;27;48.88320784122797,2.3308449949028507
1001;Quai de l'Horloge - Pont Neuf;17;48.857058739111096,2.341798283943937
8036;Lisbonne - Monceau;33;48.87745567681383,2.309694221419506
9022;Rossini - Laffitte;33;48.87334627510507,2.337980867701675
20042;Pyrénées - Emmery;40;48.872010281270974,2.392039597034455
15067;Desaix - Edgar Faure;12;48.852804604940296,2.293077029857222
21212;Marne - Germain Dardan;22;48.81154270401601,2.303070724010468
42706;Roger Salengro - Fontainebleau;25;48.814548697324845,2.36116636544466
20131;Repos - Cimetière du Père Lachaise;33;48.859358523592554,2.389613136684456
35020;Marcelle - Thalie;20;48.8835462,2.4137883
21701;Larmeroux - Baudelaire;29;48.816939911291605,2.280989480484553
19029;Seine - Flandre;19;48.886785741479684,2.3746193200349808
19013;Laumière - Petit;34;48.88467368538326,2.380039058625698
26007;Square Gilbert Thomain;20;48.90717373809284,2.2695400938391685
19005;Flandre - Riquet;21;48.888013281448,2.3737595955229
15025;Dupleix - du Guesclin;47;48.85147910413369,2.296709530055523
11102;Alexandre Dumas - Voltaire;59;48.85288867036487,2.389147640809553
19004;Quai de la Loire - Jean Jaurès;16;48.88339733854529,2.371074522980134
20043;Charonne - Avron;27;48.85160266522164,2.398403047037931
19019;Petit - Manin;22;48.88650687534334,2.3938155401308374
17018;Parc Monceau;18;48.88107791412864,2.3095492646098137
21105;Morice - Général Leclerc;25;48.90245471981591,2.3128929734230046
20109;Haxo - Surmelin;21;48.8694370761222,2.40539657537972
44102;Verdun - Adrien Damalix;26;48.8222334178559,2.4215328320860863
22001;Château - Bineau;23;48.890404028589806,2.270106375217438
9031;Provence - Chaussée d'Antin;25;48.87428447542072,2.332976511564311
47004;Stade Auguste Delaune;21;48.80896378683884,2.4345204234123234
10010;Place Jacques Bonsergent;33;48.870948218595146,2.3612049221992497
18008;Square Léon;33;48.88667396788626,2.353205569088459
31023;Place François Mitterand;34;48.86492782016328,2.442958317697048
15020;Mairie du 15ème;32;48.8417762,2.2986539
9013;Mairie du 9ème;24;48.87326713758289,2.340753448052758
13047;Boutroux - Porte de Vitry;49;48.822632,2.377738
22009;Charles de Gaulle - Orléans;26;48.88092225101522,2.271581590175629
19124;Alexander Fleming - Belvédère;31;48.88179064200294,2.4030599377642674
14113;Santé - Arago;38;48.83507657562064,2.3415737262044938
12006;Gare de Lyon - Van Gogh;51;48.8438397856433,2.370445024035681
16007;Longchamp - Place d'Iéna;40;48.86491723343388,2.2926748171448708
5034;Censier - Santeuil;69;48.840658921385234,2.3537524044513702
20122;Vitruve - Davout;23;48.86053161154489,2.4091592812626543
4016;Lobau - Hôtel de Ville;60;48.8562118,2.3532536
14131;Jourdan - Monticelli;30;48.822032,2.329095
22303;Lucien Lanternier - Le Luth;27;48.93159430558871,2.2889783978462224
92001;Mairie de quartier du Plateau - Mont-Valérien;20;48.8799933,2.2072437
15004;Vaugirard - Pasteur;21;48.84040868803496,2.3154367133975033
19128;Quai de l'Oise - Aisne;30;48.8906231,2.3833701
18044;Clichy - Douai;32;48.88411831886975,2.3287287354469304
12038;Picpus - Louis Braille;44;48.839988788911874,2.400525668552064
12035;Madagascar - Meuniers;33;48.83460464474706,2.3970650508999825
41403;Gare RER - Malleret-Joinville;20;48.802936,2.42531
16005;Raymond Poincaré - Place Victor Hugo;25;48.870306124369975,2.285074541420228
11112;Jules Vallès - Charonne;23;48.85428437993525,2.384767457842827
19110;Square Claude Bernard;30;48.89876016219984,2.375325746834278
5015;Epée de Bois - Mouffetard;63;48.841508690388835,2.350066713988781
18004;Place des Abbesses;12;48.884542726149725,2.3386867716908455
2015;Louis le Grand - Italiens;33;48.870508937203915,2.334054461939329
12020;Cours de Vincennes - Soult;45;48.846918761569306,2.4105220288038254
19129;Solitaires - Place des Fêtes;29;48.876601,2.391769
35012;Candale - Mehul;25;48.8893935006175,2.414379715919495
22601;Marx Dormoy - Château Sainte-Barbe;22;48.791782341055324,2.297856844961643
21119;Belfort - Victor Hugo;24;48.9018492,2.3172724
34010;Hôtel de Ville de Saint-Ouen;48;48.91138018578648,2.334007680760051
11014;Place de la Nation - Taillebourg;47;48.8488408,2.3973043
16017;Siam - La Pompe;16;48.861720329027264,2.275346568555312
21023;Ancienne Mairie - André Morizet;25;48.838311,2.234077
22404;Pierre Brossolette - 12 Février 1934;25;48.8176962416867,2.3076123744249344
15044;Dantzig - Lefebvre;33;48.83013921586756,2.295934036374092
22007;Commandant Charcot - Bretteville;36;48.87530570765423,2.2558460757136345
8039;Colisée - Champs-Elysées;24;48.87047539938743,2.3076190799474716
10026;Gare de l'Est - Chateau Landon;59;48.879305,2.362424
